index,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,y
2352,14200,71979.0,86443.0,DebtCon,Other,2.0,0.0,0.0,238.26434622,3.0,25.0,32.13676623,0
2671,15200,65000.0,92000.0,DebtCon,Office,1.0,0.0,0.0,152.13333333,4.0,20.0,,0
1646,11800,118053.0,125325.0,DebtCon,Self,5.0,0.0,0.0,181.17206513,0.0,18.0,33.200397325,0
1990,12900,59191.0,72716.0,DebtCon,Other,2.0,0.0,0.0,175.17044098,1.0,17.0,35.558171284,0
4158,21700,45640.0,67023.0,DebtCon,Other,25.0,0.0,0.0,293.76207666,1.0,32.0,34.285372575,0
495,7000,138841.0,160000.0,DebtCon,Mgr,11.0,8.0,0.0,86.2,2.0,36.0,,1
835,8600,61468.0,72143.0,DebtCon,,19.0,0.0,0.0,163.29885985,0.0,11.0,31.925766549,0
644,7900,,75462.0,,,,,,,,,23.345021675,0
3652,19200,83591.0,109772.0,HomeImp,ProfExe,4.0,0.0,0.0,101.49881202,1.0,25.0,37.077041528,0
3028,16500,65900.0,87000.0,DebtCon,Other,26.0,0.0,3.0,109.56666667,5.0,35.0,,1
5501,33600,233630.0,284049.0,DebtCon,ProfExe,4.0,0.0,0.0,218.99369621,0.0,30.0,14.072353758,0
4317,22400,71784.0,101695.0,DebtCon,Other,,2.0,1.0,239.90330404,2.0,14.0,42.816367563,0
1242,10200,55539.0,65357.0,DebtCon,Mgr,5.0,0.0,0.0,190.94593081,1.0,17.0,28.640823727,0
5890,58900,40100.0,70672.0,DebtCon,Other,3.0,0.0,0.0,112.31951405,0.0,20.0,30.388430585,0
5198,28100,100420.0,207737.0,DebtCon,Other,22.0,0.0,0.0,197.19812185,0.0,19.0,26.372548724,0
3844,20100,59726.0,79982.0,DebtCon,Mgr,8.0,1.0,0.0,74.210758656,2.0,28.0,36.846921785,0
2614,15000,46867.0,67529.0,DebtCon,Other,7.0,0.0,0.0,133.78758095,3.0,48.0,31.486460831,0
395,6500,47949.0,53102.0,HomeImp,Office,9.0,,,180.84124987,,19.0,27.839006664,0
5499,33600,87451.0,131949.0,DebtCon,Mgr,30.0,0.0,0.0,342.46805973,0.0,20.0,40.892388427,0
5121,27500,97679.0,149877.0,DebtCon,Mgr,23.0,0.0,0.0,193.0056328,0.0,12.0,39.415166848,0
2072,13100,,,HomeImp,ProfExe,0.75,,,,,,,1
2002,12900,31498.0,42695.0,HomeImp,Mgr,14.0,0.0,0.0,55.021588949,0.0,9.0,31.992753482,0
4949,26100,103949.0,208432.0,DebtCon,Other,23.0,0.0,0.0,202.59264703,0.0,18.0,23.290234477,0
4838,25400,76194.0,98188.0,DebtCon,Mgr,0.0,,,245.26785331,5.0,23.0,42.138106434,0
977,9300,78000.0,97700.0,DebtCon,Mgr,12.0,0.0,2.0,88.5,4.0,29.0,,1
4775,25000,122000.0,151200.0,DebtCon,Office,1.0,1.0,6.0,262.33333333,3.0,30.0,,1
548,7400,88288.0,119677.0,HomeImp,ProfExe,5.0,0.0,0.0,194.37214004,1.0,27.0,26.646083641,0
1983,12900,69770.0,87000.0,DebtCon,Other,6.0,0.0,0.0,201.93333333,3.0,19.0,,0
3278,17500,133243.0,154513.0,DebtCon,Mgr,,0.0,0.0,217.03704869,0.0,18.0,37.462991964,0
3130,17000,,,HomeImp,,1.0,0.0,0.0,111.23501181,0.0,21.0,31.362872385,1
3459,18200,57980.0,79265.0,DebtCon,Other,16.0,0.0,0.0,194.05429283,0.0,20.0,37.725760606,0
2308,14000,67881.0,93390.0,DebtCon,,,,,,,,,1
5016,26600,94954.0,131913.0,DebtCon,ProfExe,0.0,1.0,0.0,187.14082357,2.0,37.0,35.270113219,0
1027,9500,21900.0,35250.0,HomeImp,Mgr,16.0,0.0,0.0,59.866666667,1.0,10.0,,0
2796,15700,95128.0,122248.0,DebtCon,Other,10.0,0.0,0.0,171.02178171,0.0,27.0,36.332600416,0
4376,22800,74979.0,109716.0,DebtCon,Mgr,9.0,0.0,1.0,289.82236965,1.0,28.0,31.479906883,0
3363,17900,62697.0,89848.0,DebtCon,Office,7.0,0.0,0.0,113.05889691,0.0,19.0,24.072191356,0
4237,22000,61251.0,91744.0,DebtCon,Office,0.0,0.0,0.0,145.48915532,0.0,21.0,34.347908749,0
1959,12800,,,,,,,,,,,25.132448542,0
247,5500,21359.0,30000.0,DebtCon,Other,7.0,3.0,2.0,130.8,3.0,14.0,,1
4747,25000,127491.0,178453.0,DebtCon,Mgr,1.0,,,120.4,,39.0,,0
4770,25000,106282.0,167500.0,HomeImp,ProfExe,14.0,2.0,4.0,198.86666667,2.0,28.0,,1
864,8700,52388.0,64332.0,HomeImp,Other,1.0,0.0,,91.112060841,,12.0,36.874927508,0
5151,27700,97834.0,132396.0,HomeImp,ProfExe,18.0,0.0,2.0,303.95191452,2.0,26.0,6.8870241268,1
3891,20400,,94446.0,HomeImp,Other,6.0,0.0,0.0,184.82428996,1.0,16.0,40.775864346,0
568,7500,84479.0,104571.0,DebtCon,ProfExe,23.0,0.0,0.0,47.832851338,3.0,14.0,33.075010372,0
1737,12000,87000.0,113850.0,DebtCon,Office,11.0,0.0,0.0,216.13333333,0.0,12.0,,0
5201,28100,86778.0,110851.0,DebtCon,Office,9.0,0.0,0.0,398.4023372,0.0,44.0,41.04058878,0
1987,12900,39401.0,53758.0,HomeImp,Other,22.0,0.0,0.0,118.64637517,0.0,23.0,38.689440621,0
2233,13700,74015.0,113766.0,DebtCon,Other,7.0,0.0,0.0,75.892415281,2.0,14.0,36.395366326,0
2889,16000,38600.0,57822.0,DebtCon,Other,17.0,0.0,0.0,276.96666667,0.0,22.0,,0
3901,20400,52109.0,100316.0,DebtCon,Office,0.0,0.0,4.0,166.93819992,0.0,46.0,35.526227509,0
4959,26200,149599.0,181869.0,DebtCon,Other,1.0,0.0,0.0,204.02898979,0.0,35.0,39.800879561,0
3969,20800,156393.0,199881.0,DebtCon,Other,7.0,0.0,0.0,,2.0,16.0,30.923407463,0
4628,24300,93520.0,137241.0,DebtCon,ProfExe,,0.0,0.0,199.76356315,0.0,20.0,27.471559692,0
4160,21700,29500.0,53943.0,DebtCon,ProfExe,14.0,0.0,0.0,185.68207969,1.0,19.0,37.751545837,0
1113,9900,8673.0,37244.0,DebtCon,Other,4.0,0.0,0.0,256.68058385,0.0,12.0,24.496286322,0
667,8000,38758.0,46466.26,HomeImp,Mgr,21.0,1.0,1.0,229.3,1.0,18.0,,0
1723,12000,29600.0,61250.0,DebtCon,ProfExe,7.5,0.0,0.0,264.8,1.0,16.0,,0
1727,12000,42482.0,67800.0,DebtCon,ProfExe,19.0,0.0,0.0,199.9,0.0,16.0,,0
372,6300,58052.0,70091.0,DebtCon,ProfExe,9.0,0.0,4.0,153.78043854,1.0,30.0,21.719595981,0
4065,21300,104000.0,155250.0,DebtCon,Mgr,16.0,0.0,0.0,185.7,0.0,26.0,,0
4124,21500,90321.0,103778.0,DebtCon,ProfExe,2.0,0.0,0.0,128.64278574,0.0,20.0,34.282675916,0
5494,33500,18934.0,42328.0,DebtCon,Mgr,5.0,0.0,0.0,38.699227219,0.0,6.0,34.222246713,0
2219,13700,74147.0,92427.0,DebtCon,Other,7.0,0.0,3.0,181.30579978,0.0,33.0,39.272466343,1
3889,20400,86559.0,123114.0,DebtCon,Other,9.0,0.0,0.0,280.79322574,2.0,16.0,34.439171107,0
1443,11000,76958.0,88607.0,DebtCon,ProfExe,9.0,0.0,0.0,175.41182666,0.0,12.0,39.216775179,0
1609,11600,28654.0,47042.0,DebtCon,Other,10.0,,0.0,158.0847883,7.0,29.0,38.477504842,0
5856,51600,31536.0,81233.0,HomeImp,Other,2.0,1.0,0.0,267.13437417,6.0,13.0,40.155031167,0
4815,25200,22773.0,72541.0,DebtCon,Other,,1.0,2.0,92.583557,1.0,26.0,30.420914823,0
3174,17000,98451.0,138012.0,DebtCon,Office,3.0,,,120.23893457,2.0,15.0,33.953593917,0
5663,40000,120000.0,159000.0,DebtCon,Other,0.0,0.0,1.0,314.5,6.0,52.0,,1
4192,21800,76324.0,102287.0,DebtCon,Office,6.0,0.0,1.0,61.641325377,4.0,29.0,41.03238603,1
1173,10000,10000.0,68250.0,DebtCon,ProfExe,20.0,0.0,2.0,398.8,1.0,12.0,,0
787,8400,32000.0,49000.0,HomeImp,Mgr,12.6,0.0,3.0,41.3,2.0,18.0,,1
2634,15100,38549.0,59853.0,DebtCon,,5.0,0.0,0.0,104.18324735,2.0,9.0,29.141862813,0
51,3100,,70400.0,,,,,,,,,,0
840,8700,54283.0,58563.0,DebtCon,Office,3.0,0.0,1.0,91.446465165,3.0,11.0,38.590366936,0
5758,43900,120527.0,174003.0,DebtCon,Self,13.0,0.0,0.0,167.20836635,0.0,4.0,39.289348981,0
5521,34100,138523.0,196555.0,DebtCon,ProfExe,21.0,0.0,0.0,185.00543467,1.0,22.0,38.896039504,0
5035,26800,145772.0,193135.0,DebtCon,ProfExe,12.0,0.0,0.0,147.93879535,0.0,36.0,40.904321038,0
1370,10700,126751.0,184554.0,DebtCon,Other,8.0,0.0,0.0,225.87035215,0.0,19.0,34.13705457,0
427,6700,,30544.0,DebtCon,Other,2.0,0.0,0.0,283.89723134,0.0,14.0,24.120451557,0
3902,20400,41985.0,100096.0,HomeImp,Other,4.0,0.0,0.0,141.03308812,0.0,14.0,32.930781881,0
2469,14800,100255.0,116160.0,DebtCon,Other,10.0,0.0,0.0,184.77721416,0.0,26.0,34.483990385,0
389,6400,39687.0,51666.0,HomeImp,Office,9.0,,,177.59135402,,19.0,26.1209597,0
2666,15200,41049.0,50892.0,DebtCon,ProfExe,1.0,0.0,0.0,276.16735776,1.0,34.0,38.379833716,0
475,7000,81335.0,81018.0,HomeImp,Other,22.0,0.0,0.0,341.61057605,1.0,47.0,27.767299768,0
5421,31800,125864.0,175163.0,DebtCon,Mgr,12.0,0.0,0.0,174.20934404,2.0,28.0,40.584811501,0
1300,10400,51200.0,76125.0,DebtCon,Other,12.0,0.0,0.0,132.36666667,0.0,16.0,,1
4404,22900,61067.0,96306.0,DebtCon,Other,5.0,0.0,0.0,228.898609,1.0,20.0,36.134959463,0
2123,13300,85532.0,115800.0,HomeImp,ProfExe,11.0,0.0,1.0,175.1914887,0.0,27.0,34.231393529,0
1031,9500,58185.0,64576.0,DebtCon,Mgr,6.0,,4.0,127.8552645,1.0,11.0,38.298309125,0
1096,9800,54861.0,71138.0,HomeImp,Other,4.0,0.0,0.0,258.33461797,2.0,16.0,36.035712866,0
3716,19600,33284.0,61824.0,DebtCon,Other,14.0,0.0,0.0,119.47307291,1.0,17.0,37.784523666,0
2395,14400,75360.0,105737.0,HomeImp,ProfExe,8.0,0.0,0.0,121.298029,1.0,27.0,24.761899592,0
4895,25700,43881.0,69954.0,DebtCon,Other,10.0,0.0,0.0,126.47306563,0.0,20.0,40.769061823,0
1447,11000,57554.0,68222.0,DebtCon,ProfExe,14.0,0.0,0.0,215.43179389,3.0,32.0,36.569347898,0
5100,27300,53223.0,86696.0,DebtCon,Office,0.0,0.0,0.0,96.070687876,0.0,22.0,34.517790505,0
2626,15100,73505.0,109656.0,DebtCon,Other,5.0,0.0,0.0,81.964151286,2.0,13.0,36.461210536,0
180,5000,85165.0,107940.0,HomeImp,Mgr,6.0,5.0,3.0,122.76666667,5.0,28.0,,1
1900,12600,80612.0,93802.0,DebtCon,Mgr,5.0,0.0,0.0,141.61314558,2.0,26.0,40.74903888,0
4272,22300,24622.0,51631.0,DebtCon,Other,28.0,0.0,0.0,316.69747461,,12.0,30.676434449,0
350,6200,,41657.0,HomeImp,Other,,,,293.95872355,,11.0,30.197630728,0
5139,27600,153063.0,202542.0,HomeImp,Other,10.0,0.0,0.0,266.93895601,2.0,33.0,42.829145821,0
3712,19600,117646.0,149975.0,DebtCon,Other,4.0,0.0,0.0,114.21361486,1.0,12.0,31.222802648,1
3327,17700,60260.0,90196.0,HomeImp,ProfExe,11.0,0.0,1.0,177.85484553,0.0,14.0,29.60717111,0
5852,51400,,79910.0,HomeImp,Self,13.0,1.0,0.0,169.91216775,0.0,21.0,26.251798423,0
2857,15900,48563.0,64679.0,DebtCon,ProfExe,4.0,0.0,0.0,156.10138093,2.0,12.0,27.808547086,0
2051,13000,47000.0,60000.0,HomeImp,Self,1.0,0.0,0.0,,3.0,12.0,,1
2031,13000,,72175.0,HomeImp,Other,,0.0,0.0,367.94002493,0.0,6.0,36.561139738,0
4987,26400,240907.0,260638.0,HomeImp,Self,7.0,1.0,0.0,255.41551402,3.0,51.0,37.652919106,0
1648,11800,79131.0,102263.0,HomeImp,ProfExe,5.0,0.0,0.0,105.25389259,0.0,34.0,36.070978869,0
245,5500,,43132.0,HomeImp,Other,,,,,,,,1
3592,18900,154563.0,198790.0,DebtCon,Other,7.0,0.0,0.0,,1.0,15.0,29.47261446,0
2753,15500,38900.0,60500.0,DebtCon,Other,8.0,7.0,4.0,95.9,2.0,53.0,,1
2978,16300,102826.0,114692.0,DebtCon,Other,8.0,0.0,0.0,317.50797383,1.0,18.0,31.914238011,0
786,8400,102894.0,117799.0,HomeImp,Other,9.0,,,420.09816444,1.0,49.0,39.633190088,0
1400,10800,125732.0,184667.0,DebtCon,Other,7.0,0.0,0.0,212.22346879,0.0,19.0,33.920789966,0
5075,27000,,38356.0,DebtCon,Other,8.0,0.0,,87.474223059,,13.0,20.927415374,0
1023,9500,131394.0,162449.0,HomeImp,ProfExe,10.0,0.0,0.0,222.0095049,0.0,18.0,19.551242992,0
4526,23600,94908.0,101678.0,DebtCon,ProfExe,1.0,1.0,0.0,125.70170443,0.0,19.0,33.224319129,0
5388,31000,13542.0,58827.0,DebtCon,Other,0.0,0.0,0.0,92.1329084,0.0,6.0,36.256968747,0
1175,10000,5200.0,53095.0,HomeImp,Other,5.0,3.0,3.0,234.33333333,3.0,17.0,,1
5164,27700,,42515.0,DebtCon,Other,11.0,1.0,,95.043074141,,13.0,20.209037687,0
65,3600,83700.0,111800.0,HomeImp,ProfExe,6.0,0.0,0.0,192.73333333,1.0,28.0,,0
1070,9700,63488.0,74374.0,DebtCon,Office,5.0,0.0,0.0,106.58945227,2.0,15.0,26.896012771,0
5683,40800,127034.0,198587.0,DebtCon,Mgr,,1.0,0.0,186.5429439,0.0,25.0,35.400021279,0
3104,16800,39352.0,60943.0,HomeImp,Other,25.0,0.0,0.0,237.7636233,0.0,13.0,25.439888235,0
1720,12000,76187.0,93100.0,DebtCon,Other,0.5,0.0,0.0,144.06666667,0.0,23.0,,0
5823,50100,35910.0,64042.0,DebtCon,Office,4.0,0.0,,187.39358015,1.0,16.0,30.429246645,0
4018,21000,64100.0,85100.0,DebtCon,Other,3.5,0.0,0.0,97.633333333,2.0,30.0,,0
5514,33900,232317.0,38412.0,DebtCon,Mgr,2.0,0.0,2.0,213.20965137,3.0,50.0,42.557829098,0
208,5100,62702.0,79784.0,HomeImp,Other,2.0,0.0,0.0,108.07259081,0.0,15.0,43.290139816,0
3649,19200,62334.0,91300.0,DebtCon,Mgr,8.0,0.0,1.0,92.333333333,4.0,13.0,,1
5794,47900,95377.0,157273.0,DebtCon,Other,16.0,0.0,0.0,236.30265954,8.0,18.0,39.103045244,0
3558,18700,50354.0,79011.0,DebtCon,Other,1.0,,1.0,290.82702957,1.0,10.0,35.139034361,0
2120,13300,38232.0,59482.0,DebtCon,Mgr,,,,,,,36.027104172,0
3978,20800,63764.0,97090.0,DebtCon,Office,1.0,0.0,0.0,63.248876919,0.0,23.0,34.599668975,0
1282,10300,59340.0,84708.0,HomeImp,Other,13.0,0.0,0.0,222.36488939,1.0,36.0,34.925984254,0
4044,21200,130373.0,204384.0,HomeImp,ProfExe,13.0,0.0,0.0,197.04446062,0.0,21.0,35.204434527,0
1343,10600,28264.0,86546.0,HomeImp,ProfExe,20.0,0.0,0.0,244.14050903,0.0,11.0,24.20235008,0
5714,42000,65889.0,125000.0,HomeImp,Other,10.0,0.0,0.0,102.5,1.0,13.0,,1
1274,10300,58572.0,75946.0,DebtCon,Office,5.0,0.0,0.0,85.010052857,2.0,14.0,27.769438937,0
996,9400,81596.0,116738.0,HomeImp,Office,28.0,0.0,0.0,338.62903535,1.0,38.0,34.169513676,0
1358,10600,73844.0,107640.0,HomeImp,ProfExe,3.0,0.0,0.0,92.979490511,0.0,34.0,37.319289307,0
1537,11300,,66345.0,HomeImp,Other,,0.0,0.0,357.14381933,0.0,6.0,34.601973808,0
3483,18400,94280.0,122172.0,DebtCon,Office,23.0,0.0,0.0,280.04883361,2.0,16.0,33.363528658,0
2394,14400,45516.0,63924.0,DebtCon,Other,,0.0,0.0,109.33079808,1.0,19.0,40.871987202,0
1448,11000,21780.0,85505.0,HomeImp,ProfExe,19.0,0.0,0.0,240.68258102,0.0,10.0,24.404335112,0
5749,43300,119351.0,179347.0,DebtCon,Self,13.0,0.0,0.0,178.95153943,0.0,4.0,37.980464023,0
2275,13900,62968.0,84947.0,DebtCon,Office,13.0,0.0,0.0,239.77323213,3.0,37.0,42.236189141,0
4917,25900,145700.0,211151.0,HomeImp,ProfExe,6.0,0.0,0.0,182.17137213,1.0,27.0,38.48048457,0
1563,11400,125486.0,195284.0,HomeImp,Office,0.0,0.0,0.0,354.29028718,0.0,15.0,38.143068786,0
356,6200,45787.0,64854.0,DebtCon,,4.0,,1.0,63.117023228,,16.0,36.538747338,0
1114,9900,117003.0,219783.0,HomeImp,ProfExe,1.0,0.0,0.0,130.76638619,0.0,14.0,25.622610897,0
3,1500,,,,,,,,,,,,1
5779,46700,,81114.0,HomeImp,Office,10.0,0.0,0.0,295.73439152,0.0,12.0,33.415153004,0
823,8600,172418.0,251426.0,DebtCon,Sales,,0.0,0.0,120.57263313,0.0,22.0,40.925910594,0
4550,23700,58068.0,97948.0,DebtCon,Office,1.0,0.0,0.0,160.05823642,1.0,21.0,34.355460775,0
2390,14400,46955.0,67304.0,DebtCon,Other,2.0,0.0,0.0,171.6224654,0.0,13.0,36.555188948,0
3794,20000,135631.66,177000.0,HomeImp,Mgr,8.0,0.0,0.0,321.63333333,0.0,17.0,,0
4162,21700,69000.0,98000.0,DebtCon,Mgr,2.0,,,232.06666667,5.0,24.0,,0
4319,22500,44228.0,86872.0,HomeImp,Other,24.0,0.0,0.0,256.28691889,1.0,6.0,26.853259022,0
5791,47600,,86652.0,HomeImp,Office,7.0,0.0,0.0,304.05810226,0.0,13.0,31.571294918,0
1818,12300,48866.0,73023.0,HomeImp,Office,11.0,3.0,1.0,251.62906201,1.0,29.0,32.876870739,0
1696,12000,41182.0,59947.0,HomeImp,Other,23.0,0.0,0.0,118.17993915,0.0,22.0,37.131064161,0
4699,24800,132000.0,165000.0,DebtCon,Mgr,19.0,0.0,0.0,187.66666667,4.0,35.0,,1
4217,22000,71664.0,98015.0,DebtCon,Mgr,9.0,0.0,0.0,191.31360881,1.0,19.0,34.921021057,0
5126,27500,,40807.0,DebtCon,Other,8.0,1.0,,95.533519165,,13.0,20.39892362,0
2383,14400,64500.0,83000.0,DebtCon,Other,10.0,0.0,0.0,83.2,3.0,11.0,,0
3578,18800,7739.0,65181.0,DebtCon,Sales,0.0,0.0,0.0,315.23089754,0.0,6.0,37.983557776,0
5570,36200,36661.0,53622.0,DebtCon,Other,,0.0,0.0,,6.0,0.0,32.014691655,0
5030,26700,186185.0,233480.0,DebtCon,ProfExe,0.0,0.0,0.0,290.57883702,1.0,32.0,41.741201045,0
4418,23000,,150364.0,,,,,,,,,17.125660427,0
1133,10000,75976.0,91000.0,DebtCon,Other,10.5,0.0,0.0,171.46666667,5.0,22.0,,0
85,4000,29562.0,37200.0,DebtCon,Other,6.0,0.0,0.0,92.133333333,1.0,26.0,,1
855,8700,43759.0,50070.0,HomeImp,Mgr,19.0,1.0,1.0,218.9062534,0.0,17.0,34.058146802,0
5384,31000,67794.0,103535.0,DebtCon,Mgr,7.0,0.0,1.0,116.89898988,1.0,31.0,44.065428782,1
5469,32900,49709.0,101222.0,DebtCon,Office,2.0,0.0,0.0,181.90982454,2.0,24.0,35.045596256,0
1171,10000,96000.0,112200.0,,Office,16.0,1.0,0.0,258.73333333,0.0,16.0,,0
1194,10000,16288.0,48600.0,DebtCon,Other,24.0,0.0,0.0,268.83333333,1.0,16.0,,1
5459,32600,233216.0,38583.0,DebtCon,Mgr,4.0,0.0,1.0,226.14698877,2.0,49.0,40.222182864,0
4132,21600,105654.0,155460.0,DebtCon,Mgr,16.0,0.0,0.0,193.04880318,0.0,25.0,33.600608463,0
3870,20200,82181.0,119535.0,DebtCon,Office,41.0,0.0,0.0,105.21929675,3.0,28.0,52.734860612,1
1763,12100,48622.0,83158.0,HomeImp,Other,4.0,0.0,2.0,191.56929158,0.0,12.0,29.204499555,0
4831,25300,22361.0,50688.0,DebtCon,Other,24.0,0.0,0.0,125.40746401,0.0,11.0,25.181498839,0
2665,15200,34854.0,63519.0,DebtCon,ProfExe,6.0,0.0,0.0,275.47969762,0.0,15.0,20.785145567,0
1163,10000,,23400.0,HomeImp,,28.0,0.0,0.0,206.96666667,1.0,5.0,,0
5556,35600,31807.0,51823.0,DebtCon,Other,,0.0,0.0,,7.0,0.0,34.443092173,0
3703,19500,47000.0,70000.0,DebtCon,Mgr,15.0,0.0,0.0,220.16666667,5.0,21.0,,1
1662,11800,53596.0,69786.0,DebtCon,Mgr,5.0,,,126.78778068,,24.0,41.047754879,0
1909,12600,67860.0,103426.0,DebtCon,Other,9.0,0.0,0.0,202.15263385,0.0,20.0,18.347529385,0
1927,12700,72760.0,83604.0,DebtCon,Office,6.0,2.0,3.0,189.9194249,3.0,29.0,37.368560459,0
195,5100,85583.0,115341.0,HomeImp,ProfExe,7.0,0.0,0.0,177.95825512,1.0,28.0,26.257970132,0
263,5600,5000.0,66700.0,HomeImp,Other,31.0,1.0,1.0,204.06666667,0.0,11.0,,1
2782,15600,62582.0,131510.0,DebtCon,Self,2.0,0.0,2.0,122.60405287,1.0,17.0,38.588222397,1
3107,16800,115870.0,130809.0,DebtCon,,15.0,0.0,0.0,177.63228248,0.0,17.0,39.567208162,0
776,8400,30146.0,39326.0,HomeImp,ProfExe,11.0,0.0,0.0,183.09274953,0.0,12.0,23.097201883,0
3923,20500,80441.0,100505.0,DebtCon,Mgr,7.0,0.0,0.0,87.44666334,7.0,23.0,38.495065962,0
1635,11700,74783.0,86227.0,DebtCon,Mgr,7.0,0.0,0.0,116.75680052,0.0,23.0,28.019227084,0
5915,66000,62296.0,143982.0,HomeImp,Office,12.0,0.0,1.0,121.34944271,0.0,10.0,41.6125057,0
3234,17300,99064.0,156306.0,HomeImp,ProfExe,4.0,0.0,0.0,90.449522446,0.0,16.0,35.750060441,0
115,4500,,77182.0,,,,,,,,,25.227252904,0
3748,19900,132878.0,199172.0,HomeImp,ProfExe,14.0,0.0,0.0,197.92380603,0.0,22.0,35.330603966,0
2546,15000,18500.0,19000.0,DebtCon,Other,2.0,0.0,1.0,20.166666667,0.0,2.0,,1
3775,20000,,90000.0,HomeImp,Other,8.0,0.0,0.0,181.7,1.0,16.0,,0
778,8400,,39106.0,HomeImp,Other,,,1.0,80.075339194,0.0,10.0,35.683502202,0
5085,27200,70730.0,93752.0,DebtCon,Office,8.0,0.0,0.0,165.91933287,0.0,20.0,36.170905486,0
4399,22900,95321.0,123082.0,DebtCon,Self,3.0,0.0,0.0,205.44151908,2.0,26.0,34.05349114,0
846,8700,60237.0,69891.0,DebtCon,Other,3.0,0.0,0.0,321.2748292,0.0,9.0,32.280313622,0
288,5800,75000.0,90543.0,DebtCon,Mgr,18.0,0.0,0.0,300.4872058,1.0,23.0,38.940575356,0
617,7800,58399.0,65945.0,DebtCon,Other,1.0,0.0,1.0,106.63134156,2.0,18.0,37.02476444,0
4155,21700,60792.0,14580.0,DebtCon,Other,5.0,,,62.856356954,1.0,17.0,40.315819301,0
3816,20000,87800.0,163800.0,,Mgr,14.0,2.0,6.0,244.06666667,,25.0,,1
4994,26500,23742.0,77878.0,DebtCon,Other,,2.0,1.0,99.37716841,2.0,26.0,28.876723751,0
3134,17000,83248.0,95886.0,DebtCon,ProfExe,8.0,0.0,2.0,349.43007938,,41.0,36.05994724,0
1009,9400,77715.0,101258.0,DebtCon,Mgr,2.0,0.0,0.0,65.876586717,1.0,23.0,38.108000987,0
4836,25300,62540.0,101165.0,DebtCon,ProfExe,0.0,0.0,0.0,195.45133124,0.0,25.0,35.200864505,0
5845,50900,42541.0,68483.0,DebtCon,Office,5.0,1.0,,181.3903357,1.0,15.0,30.909712904,0
3940,20600,62531.0,96584.0,DebtCon,Office,1.0,0.0,0.0,146.83996796,0.0,21.0,33.945586146,0
2318,14000,139000.0,159000.0,DebtCon,Mgr,13.0,0.0,1.0,171.43333333,1.0,32.0,,1
2959,16200,81933.0,131208.0,DebtCon,ProfExe,13.0,0.0,0.0,308.53202717,0.0,19.0,29.60368375,0
4898,25700,23047.0,76575.0,DebtCon,Other,,2.0,1.0,104.5662029,2.0,26.0,29.296633491,0
5598,37200,202627.0,268857.0,DebtCon,ProfExe,3.0,0.0,0.0,248.1703603,0.0,31.0,31.85939856,0
2738,15500,158506.0,179499.0,DebtCon,ProfExe,8.0,,0.0,195.6860259,4.0,26.0,40.73934639,0
4446,23100,83458.0,107589.0,DebtCon,Mgr,24.0,,0.0,314.06637396,1.0,43.0,38.043726208,0
4932,26000,139904.0,172310.0,DebtCon,Other,6.0,1.0,0.0,204.11441471,0.0,19.0,34.83482969,0
4763,25000,123184.0,200000.0,DebtCon,Other,12.0,0.0,1.0,160.3,1.0,32.0,,1
4253,22100,36084.0,84734.0,HomeImp,Other,25.0,0.0,0.0,257.84572885,0.0,6.0,24.52600298,0
4837,25400,136322.0,,DebtCon,ProfExe,2.0,0.0,5.0,303.73793473,1.0,27.0,16.644674498,1
348,6200,60354.0,87596.0,HomeImp,ProfExe,5.0,0.0,0.0,210.17306467,2.0,23.0,34.054811237,0
5008,26500,76599.0,119041.0,DebtCon,Other,4.0,0.0,0.0,97.265658469,1.0,31.0,40.12650973,0
259,5600,53793.0,66379.0,HomeImp,Office,22.0,0.0,0.0,206.09913412,0.0,19.0,18.369540527,0
4030,21000,94019.0,134565.0,DebtCon,ProfExe,,0.0,0.0,196.19790754,0.0,21.0,26.86773396,0
706,8100,28523.0,39816.0,DebtCon,Other,5.0,0.0,0.0,130.64393328,0.0,16.0,37.393526416,1
2025,13000,29461.0,49326.0,HomeImp,ProfExe,11.0,0.0,0.0,171.59766853,1.0,8.0,38.917999879,1
3460,18300,40018.0,65355.0,DebtCon,Other,16.0,1.0,0.0,287.97462979,0.0,21.0,28.362882965,0
477,7000,58339.0,72432.0,HomeImp,Mgr,10.0,,1.0,197.33839792,0.0,24.0,39.843087337,0
1771,12100,50100.0,66410.0,DebtCon,Other,3.0,0.0,0.0,176.00986434,0.0,14.0,28.548603692,0
78,3900,102143.0,118742.0,HomeImp,Office,2.0,0.0,0.0,85.277365579,0.0,13.0,29.343921089,0
759,8400,75912.0,95329.0,DebtCon,Mgr,18.0,0.0,1.0,294.16422462,0.0,24.0,38.641804544,0
1865,12400,83018.0,96637.0,DebtCon,Other,2.0,0.0,0.0,95.902131333,2.0,32.0,41.244779194,0
540,7300,93428.0,118184.0,HomeImp,Other,10.0,,,411.95205053,1.0,50.0,40.39647435,0
665,8000,,34226.0,HomeImp,Other,,,1.0,75.366666667,1.0,10.0,,0
261,5600,29648.0,39907.0,HomeImp,ProfExe,11.0,0.0,0.0,180.56306914,0.0,13.0,21.554949656,0
4697,24800,,45167.0,DebtCon,Other,,,,84.735617935,,12.0,28.457018931,0
5337,30100,138322.0,186139.0,DebtCon,ProfExe,2.0,0.0,0.0,215.75086797,2.0,19.0,39.189141603,0
